lodIDN,duplicate_Check,Identifier,Label,GUPRI,Status,Globally Unique,Unique,Persistent,Resolution Topology,Resolution Type,Resolvable,API,Authority,Availability Monitored,Count,Countries,Coverage,Description,Disciplinary,Entity,Identifier Type,ISO,Managers,MetaResolvers,MPA,Namespace Type,Number of Resolvers,Provider,Recommended By,Scheme,Standard,Start Date
pid_graph:7725DE2B,,W3ID,W3ID,GUPRi.png,Established,Yes,Globally Unique,Explicit,Centralised,Resolver,Direct,,W3C Permanent Identifier Community Group,No,200000,,Global,"Secure, permanent URLs for your Web application that will stand the test of time.",Generic,,Intrinsic,,1,No,,No Prefix,1,w3id.org,,Uniform Resource Locator,RFC 2396: Uniform Resource Identifiers (URI): Generic Syntax,2014
pid_graph:335BCBF1,,QID,QID,GUpRi.png,Established,Yes,Globally Unique,"Implicit,Yes",Centralised,Resolver,Direct,,Wikimedia Foundation,,110000000,"[""Finland""]",Global,Unique identifier (UID) used in Wikidata,Generic,"Data types,Concepts",Allocated,FIN,1,,,No Prefix,,Wikimedia Foundation,1,Wikidata Identifier Scheme,Wikidata Identifiers Standard,2012
pid_graph:52184C71,,QID / WDQID,QID / WDQID,GUpRi.png,Established,Yes,Globally Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,Wikimedia Foundation,No,110000000,,Global,"Wikidata is a collaboratively edited knowledge base operated by the Wikimedia Foundation. It is intended to provide a common source of certain types of data which can be used by Wikimedia projects such as Wikipedia. Wikidata functions as a document-oriented database, centred on individual items. Items represent topics, for which basic information is stored that identifies each topic.",Generic,,Allocated,,1,Yes,,Semantic Prefix,1,Wikimedia Foundation,,Wikidata Identifier Scheme,Wikidata Identifiers Standard,2012
pid_graph:BE0AA447,,Wikipedia,Wikipedia,GUpRi.png,Established,Yes,Globally Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,Wikimedia Foundation,No,60000000,,Global,"Wikipedia is a multilingual, web-based, free-content encyclopedia project based on an openly editable model. It is written collaboratively by largely anonymous Internet volunteers who write without pay.",Generic,,URL,,1,Yes,,No Prefix,1,Wikimedia Foundation,,Uniform Resource Locator,RFC 2396: Uniform Resource Identifiers (URI): Generic Syntax,2001
pid_graph:962AFA12,,ICD,ICD,-UpRi.png,Established,Yes,Namespace Unique,"Implicit,Yes",Centralised,Resolver,Direct,Yes,World Health Organization (WHO),No,100000,,Global,The International Classification of Diseases is the international standard diagnostic classification for all general epidemiological and many health management purposes.,Life Sciences,Disease,Allocated,,1,"No,Yes",,No Prefix,3,World Health Organization (WHO),,"International Classification of Diseases ID (ICD-10, ICD-11)",ICD-11 Implementation or Transition Guide,1893
pid_graph:BDE0B4B7,,CrossRef Funders,CrossRef Funders,GUPRi.png,Established,Yes,Namespace Unique,Explicit,Cascaded,Resolver,Direct,Yes,DONA,,10000,"[""Germany""]",Global,The Funder Registry is an open registry of persistent identifiers for grant-giving organizations around the world.,Generic,Organisations,Allocated,DEU,1,Yes,International DOI Foundation,Static Prefix,1,CrossRef,1,Digital Object Identifier,ISO 26324:2022,2013
pid_graph:BDE0B4B71,,CrossRef Grant,CrossRef Grant,GUPRi.png,Established,Yes,Namespace Unique,Explicit,Cascaded,Resolver,Direct,,DONA,,1000000,"[""Canada"", ""UK"", ""Netherlands""]",Global,"The Crossref Grant Linking System (GLS) is a service for research funders to contribute to open science infrastructure. As members of Crossref, funders create unique links and open metadata about their support of all kinds, from financial grants to prizes to use of facilities. ",Generic,Research Grants,Allocated,"CAN,GBR,NLD",35,,International DOI Foundation,Static Prefix,1,CrossRef,3,Digital Object Identifier,ISO 26324:2022,2019
pid_graph:5AB84DF2,,eISSN,eISSN,GUPRi.png,Established,Yes,Globally Unique,Explicit,Centralised,Resolver,Direct,Yes,,No,2000000,,Global,ISSN for an electronic publication,Generic,Publications,Allocated,,95,No,,No Prefix,1,ISSN International Centre (CIEPS),,International Standard Serial Number,ISO 3297,2001
pid_graph:016841FF,,LCCN,LCCN,GUPRi.png,Established,Yes,Globally Unique,Explicit,Centralised,Resolver,Direct,Yes,,No,20000000,,USA,"Library of Congress name authority (persons, families, corporate bodies, events, places, works and expressions) and subject authority identifier",Generic,Authority Code,Allocated,,1,Yes,,Semantic Prefix,1,Library of Congress Bibliographic Control Division,,LCCN Scheme,Structure of the LC Control Number,1898
pid_graph:8FDADD4C,,re3data,re3data,-UpRi.png,Established,Yes,Namespace Unique,"Implicit,Yes",Centralised,Resolver,Direct,§,DONA,No,3433,,Global,Re3data is a global registry of research data repositories that covers research data repositories from different academic disciplines.,Generic,Repositories,Allocated,,1,Yes,International DOI Foundation,Static Prefix,1,re3data.org (DataCite),,Digital Object Identifier,ISO 26324:2022,2012
pid_graph:6AAA1ABD,,ROR,ROR,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Cascaded,Resolver,Direct,Yes,,Yes,111090,"[""Australia"", ""Canada"", ""Czechia"", ""Germany"", ""Finland"", ""UK"", ""Korea"", ""Netherlands"", ""New Zealand""]",Global,"ROR (Research Organization Registry) is a global, community-led registry of open persistent identifiers for research organizations. ROR is jointly operated by California Digital Library, Crossref, and Datacite.",Generic,Organisations,Allocated,"AUS,CAN,CZE,DEU,FIN,GBR,KOR,NLD,NZL",1,Yes,,No Prefix,1,RoR (Research Organisation Registry Community),9,Internal RoR Scheme,Internal RoR Standard,2019
pid_graph:9FF848E5,,URN:ISSN,URN:ISSN,-UPRi.png,Established,Yes,Namespace Unique,Explicit,Centralised,Resolver,Direct,Yes,,No,2287852,"[""Czechia"", ""Finland"", ""Netherlands""]",Global,"The International Standard Serial Number (ISSN) is a unique eight-digit number used to identify a print or electronic periodical publication, rather than individual articles or books.",Generic,"Publications,Serial Publications",Allocated,"CZE,FIN,NLD",95,"No,Yes",,No Prefix,10,ISSN International Centre (CIEPS),3,International Standard Serial Number,ISO 3297:2022,2001
