"Serial","lodIDN","Facets"
"1","pid_graph:52A9C539","{""id"": ""pid_graph:52A9C539"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""1000000"", ""GUPRI"": ""-üPRi.png"", ""Label"": ""dbGaP ID"", ""Entity"": null, ""Scheme"": ""dbGaP Scheme"", ""Status"": ""Established"", ""Unique"": ""Locally Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""National Center for Biotechnology Information (NCBI)"", ""Standard"": ""dbGaP PD Standard"", ""Authority"": ""NCBI"", ""Countries"": null, ""Identifier"": ""dbGaP ID"", ""Persistent"": ""Yes,Explicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2006"", ""Description"": ""The database of Genotypes and Phenotypes (dbGaP) was developed to archive and distribute the data and results from studies that have investigated the interaction of genotype and phenotype in Humans."", ""Availability"": ""No"", ""Disciplinary"": ""Life Sciences"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""Static Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:52EBCE9D","{""id"": ""pid_graph:52EBCE9D"", ""API"": ""Yes"", ""ISO"": ""CZE,FIN"", ""MPA"": null, ""Count"": ""300000000"", ""GUPRI"": ""-UPRi.png"", ""Label"": ""URN:ISBN"", ""Entity"": ""Publications"", ""Scheme"": ""International Standard Book Number"", ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""International ISBN Agency"", ""Standard"": ""ISO 2108:2017"", ""Authority"": ""International ISBN Agency"", ""Countries"": ""[\""Czechia\"", \""Finland\""]"", ""Identifier"": ""URN:ISBN"", ""Persistent"": ""Explicit,Yes"", ""Resolvable"": ""Direct"", ""Start Date"": ""1970"", ""Description"": ""The International Standard Book Number (ISBN) is for identifying printed books."", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""No Prefix"", ""Recommended By"": ""2"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""8"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:55673516","{""id"": ""pid_graph:55673516"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""10000000"", ""GUPRI"": null, ""Label"": ""Book ID"", ""Entity"": null, ""Scheme"": null, ""Status"": ""Unknown"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""International ISBN Agency"", ""Standard"": null, ""Authority"": ""International ISBN Agency"", ""Countries"": null, ""Identifier"": ""Book ID"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": null, ""Description"": null, ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""No resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:56ADD30B","{""id"": ""pid_graph:56ADD30B"", ""API"": null, ""ISO"": ""KOR"", ""MPA"": null, ""Count"": ""100000"", ""GUPRI"": null, ""Label"": ""Korean research funding ID"", ""Entity"": ""Research Grants"", ""Scheme"": ""Internal Korea NRF Scheme"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Korea"", ""Managers"": ""1"", ""Provider"": ""National Research Foundation of Korea (NRF)"", ""Standard"": ""Internal Korea NRF Standard"", ""Authority"": ""National Research Foundation of Korea (NRF)"", ""Countries"": ""[\""Korea\""]"", ""Identifier"": ""Korean research funding ID"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": null, ""Description"": null, ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": ""1"", ""Globally Unique"": ""No"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:59B443C3","{""id"": ""pid_graph:59B443C3"", ""API"": ""Yes"", ""ISO"": ""FIN"", ""MPA"": null, ""Count"": ""100000"", ""GUPRI"": ""-UṕRi.png"", ""Label"": ""JuFo-id"", ""Entity"": ""Publications"", ""Scheme"": ""JuFo-ID"", ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Finland"", ""Managers"": ""1"", ""Provider"": ""Federation of Finnish Learned Societies (TSV) in Finland"", ""Standard"": ""JuFo-Id Standard"", ""Authority"": ""Publication Forum (Julkaisufoorumi)"", ""Countries"": ""[\""Finland\""]"", ""Identifier"": ""JuFo-id"", ""Persistent"": ""Yes,Implicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2015"", ""Description"": ""Identifier in the Julkaisufoorumi (Finnish Publication Forum)"", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": ""1"", ""Globally Unique"": ""No"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:5AB84DF2","{""id"": ""pid_graph:5AB84DF2"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""2000000"", ""GUPRI"": ""GUPRi.png"", ""Label"": ""eISSN"", ""Entity"": null, ""Scheme"": ""International Standard Serial Number"", ""Status"": ""Established"", ""Unique"": ""Globally Unique"", ""Coverage"": ""Global"", ""Managers"": null, ""Provider"": null, ""Standard"": ""ISSN Manual"", ""Authority"": null, ""Countries"": null, ""Identifier"": ""eISSN"", ""Persistent"": ""Explicit,Yes"", ""Resolvable"": ""Direct"", ""Start Date"": ""2001"", ""Description"": ""ISSN for an electronic publication"", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:5CEA29B9","{""id"": ""pid_graph:5CEA29B9"", ""API"": null, ""ISO"": ""NZL"", ""MPA"": null, ""Count"": ""100000"", ""GUPRI"": ""-UṕRi.png"", ""Label"": ""GRID"", ""Entity"": ""Organisations"", ""Scheme"": ""GRID Scheme"", ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""Global Research Identifier Database (GRID)"", ""Standard"": ""GRID Standard"", ""Authority"": ""Digital Science"", ""Countries"": ""[\""New Zealand\""]"", ""Identifier"": ""GRID"", ""Persistent"": ""Implicit,Yes"", ""Resolvable"": ""Direct"", ""Start Date"": ""2015"", ""Description"": ""International coverage of the world's leading research organisations, indexing 92% of funding allocated globally."", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""Static Prefix"", ""Recommended By"": ""1"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:6081C2D5","{""id"": ""pid_graph:6081C2D5"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""1000000"", ""GUPRI"": ""GUPRi.png"", ""Label"": ""EIDR"", ""Entity"": null, ""Scheme"": ""Digital Object Identifier"", ""Status"": ""Established"", ""Unique"": ""Globally Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""Entertainment Identifier Registry Association (EIDR)"", ""Standard"": ""ISO 26324:2022"", ""Authority"": ""Entertainment Identifier Registry Association (EIDR)"", ""Countries"": null, ""Identifier"": ""EIDR"", ""Persistent"": ""Explicit,Yes"", ""Resolvable"": ""Direct"", ""Start Date"": ""2010"", ""Description"": ""Identifier for a film or television work, edit or manifestation, in the Entertainment Identifier Registry"", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""Semantic Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Cascaded""}"
"1","pid_graph:60F6C8F3","{""id"": ""pid_graph:60F6C8F3"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""100000"", ""GUPRI"": null, ""Label"": ""HomoloGene ID"", ""Entity"": null, ""Scheme"": ""HomoloGene Scheme"", ""Status"": ""Discontinued"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""National Center for Biotechnology Information (NCBI)"", ""Standard"": ""HomoloGene ID Standard"", ""Authority"": ""NCBI"", ""Countries"": null, ""Identifier"": ""HomoloGene ID"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2004"", ""Description"": ""HomoloGene, a tool of the United States National Center for Biotechnology Information (NCBI), is a system for automated detection of homologs."", ""Availability"": null, ""Disciplinary"": ""Life Sciences"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""No Resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:68ADD24A","{""id"": ""pid_graph:68ADD24A"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""467000"", ""GUPRI"": null, ""Label"": ""URN:NBN:AT"", ""Entity"": null, ""Scheme"": ""URN:NBN"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Austria"", ""Managers"": ""1"", ""Provider"": ""Austrian National Library"", ""Standard"": ""RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’"", ""Authority"": ""Austrian Library Network"", ""Countries"": null, ""Identifier"": ""URN:NBN:AT"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2001"", ""Description"": ""National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden"", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""No resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:6AAA1ABD","{""id"": ""pid_graph:6AAA1ABD"", ""API"": ""Yes"", ""ISO"": ""AUS,CAN,CZE,DEU,FIN,GBR,KOR,NLD,NZL"", ""MPA"": null, ""Count"": ""111090"", ""GUPRI"": ""-UPRi.png"", ""Label"": ""RoR"", ""Entity"": ""Organisations"", ""Scheme"": null, ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": null, ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": ""[\""Australia\"", \""Canada\"", \""Czechia\"", \""Germany\"", \""Finland\"", \""UK\"", \""Korea\"", \""Netherlands\"", \""New Zealand\""]"", ""Identifier"": ""RoR"", ""Persistent"": ""Explicit,Yes"", ""Resolvable"": ""Direct"", ""Start Date"": ""2019"", ""Description"": ""ROR (Research Organization Registry) is a global, community-led registry of open persistent identifiers for research organizations. ROR is jointly operated by California Digital Library, Crossref, and Datacite."", ""Availability"": ""Yes"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""No Prefix"", ""Recommended By"": ""9"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Cascaded""}"
"1","pid_graph:6AE88038","{""id"": ""pid_graph:6AE88038"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""100000000"", ""GUPRI"": ""-UṕRi.png"", ""Label"": ""OpenCitations Corpus"", ""Entity"": null, ""Scheme"": null, ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""OpenCitations"", ""Standard"": null, ""Authority"": ""OpenCitations"", ""Countries"": null, ""Identifier"": ""OpenCitations Corpus"", ""Persistent"": ""Implicit,Yes"", ""Resolvable"": ""Direct"", ""Start Date"": ""2016"", ""Description"": ""The OpenCitations Corpus is open repository of scholarly citation data made available under a Creative Commons public domain dedication (CC0), which provides accurate bibliographic references harvested from the scholarly literature that others may freely build upon, enhance and reuse for any purpose, without restriction under copyright or database law."", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:6FA60579","{""id"": ""pid_graph:6FA60579"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""156000000"", ""GUPRI"": ""-UPRi.png"", ""Label"": ""InChI"", ""Entity"": null, ""Scheme"": ""InChi Scheme"", ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""International Union of Pure and Applied Chemistry (IUPAC)"", ""Standard"": ""InChI Certification Suite"", ""Authority"": ""IUPAC"", ""Countries"": null, ""Identifier"": ""InChI"", ""Persistent"": ""Yes,Explicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2005"", ""Description"": ""The IUPAC International Chemical Identifier (InChI) is a non-proprietary identifier for chemical substances that can be used in printed and electronic data sources. It is derived solely from a structural representation of that substance, such that a single compound always yields the same identifier."", ""Availability"": ""No"", ""Disciplinary"": ""Physical Sciences"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""Static Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Intrinsic"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""5"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:710BC55E","{""id"": ""pid_graph:710BC55E"", ""API"": ""Yes"", ""ISO"": ""FIN,KOR,NLD"", ""MPA"": null, ""Count"": null, ""GUPRI"": ""-UPRi.png"", ""Label"": ""URN: ISNI"", ""Entity"": ""Person,Organisations,Researcher"", ""Scheme"": ""International Standard Name Identifier"", ""Status"": null, ""Unique"": ""Namespace Unique"", ""Coverage"": null, ""Managers"": ""43"", ""Provider"": ""Biblioteca nacional de España"", ""Standard"": ""ISO 27729:2012"", ""Authority"": ""ISNI International Agency"", ""Countries"": ""[\""Finland\"", \""Korea\"", \""Netherlands\""]"", ""Identifier"": ""URN:ISNI"", ""Persistent"": ""Explicit"", ""Resolvable"": ""Direct"", ""Start Date"": null, ""Description"": ""16-digit identifier for people and organisations\nISNI is the ISO certified global standard number for identifying the millions of contributors to creative works and those active in their distribution, including researchers, inventors, writers, artists, visual creators, performers, producers, publishers, aggregators, and more. It is part of a family of international standard identifiers that includes identifiers of works, recordings, products and right holders in all repertoires, e.g. DOI, ISAN, ISBN, ISRC, ISSN, ISTC, and ISWC. The mission of the ISNI International Authority (ISNI-IA) is to assign to the public name(s) of a researcher, inventor, writer, artist, performer, publisher, etc. a persistent unique identifying number in order to resolve the problem of name ambiguity in search and discovery; and diffuse each assigned ISNI across all repertoires in the global supply chain so that every published work can be unambiguously attributed to its creator wherever that work is described."", ""Availability"": ""No"", ""Disciplinary"": null, ""MetaResovers"": ""Yes"", ""Namespace Type"": ""No Prefix"", ""Recommended By"": ""3"", ""Globally Unique"": null, ""Identifier Type"": null, ""Resolution Type"": null, ""Number of Resolvers"": ""2"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:7380A573","{""id"": ""pid_graph:7380A573"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""1200000"", ""GUPRI"": null, ""Label"": ""URN:NBN:SK"", ""Entity"": null, ""Scheme"": ""URN:NBN"", ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Slovakia"", ""Managers"": ""1"", ""Provider"": ""National Awareness Centre (Slovakia)"", ""Standard"": ""RFC 8458: ‘Using National Bibliography Numbers as Uniform Resource Name’"", ""Authority"": ""National Awareness Centre (Slovakia)"", ""Countries"": null, ""Identifier"": ""URN:NBN:SK"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2010"", ""Description"": ""National Bibliography Number (NBN) is a group of publication identifier systems used by national libraries in countries such as Germany, Italy, Finland, Norway, The Netherlands and Sweden"", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""No"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:738E42B2","{""id"": ""pid_graph:738E42B2"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": null, ""GUPRI"": null, ""Label"": null, ""Entity"": null, ""Scheme"": null, ""Status"": null, ""Unique"": null, ""Coverage"": null, ""Managers"": null, ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": null, ""Identifier"": null, ""Persistent"": null, ""Resolvable"": null, ""Start Date"": null, ""Description"": null, ""Availability"": null, ""Disciplinary"": null, ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": null, ""Identifier Type"": null, ""Resolution Type"": null, ""Number of Resolvers"": ""1"", ""Resolution Topology"": null}"
"1","pid_graph:73B0A225","{""id"": ""pid_graph:73B0A225"", ""API"": ""Yes"", ""ISO"": ""AUS,NLD"", ""MPA"": null, ""Count"": ""1000000000"", ""GUPRI"": ""GUPRi.png"", ""Label"": ""Handle"", ""Entity"": ""Research Outputs,Infrastructures,Instruments,Datasets,Publications"", ""Scheme"": ""Handle System"", ""Status"": ""Established"", ""Unique"": ""Globally Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""Corporation for National Research Initiatives (CNRI)"", ""Standard"": ""Handle System Protocol (ver 2.1) Specification"", ""Authority"": ""DONA"", ""Countries"": ""[\""Australia\"", \""Netherlands\""]"", ""Identifier"": ""Handle"", ""Persistent"": ""Yes,Explicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""1994"", ""Description"": ""Handle System identifier, which is a superset of the DOI"", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": ""2"", ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Cascaded""}"
"1","pid_graph:764EFD43","{""id"": ""pid_graph:764EFD43"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": null, ""GUPRI"": null, ""Label"": null, ""Entity"": null, ""Scheme"": null, ""Status"": null, ""Unique"": null, ""Coverage"": null, ""Managers"": null, ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": null, ""Identifier"": null, ""Persistent"": null, ""Resolvable"": null, ""Start Date"": null, ""Description"": null, ""Availability"": null, ""Disciplinary"": null, ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": null, ""Identifier Type"": null, ""Resolution Type"": null, ""Number of Resolvers"": ""6"", ""Resolution Topology"": null}"
"1","pid_graph:7725DE2B","{""id"": ""pid_graph:7725DE2B"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""200000"", ""GUPRI"": ""GUPRi.png"", ""Label"": ""W3ID"", ""Entity"": null, ""Scheme"": null, ""Status"": ""Established"", ""Unique"": null, ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""w3id.org"", ""Standard"": null, ""Authority"": ""W3C Permanent Identifier Community Group"", ""Countries"": null, ""Identifier"": ""W3ID"", ""Persistent"": ""Explicit,Yes"", ""Resolvable"": ""Direct"", ""Start Date"": ""2014"", ""Description"": ""Secure, permanent URLs for your Web application that will stand the test of time."", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Intrinsic"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:774111F8","{""id"": ""pid_graph:774111F8"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": null, ""GUPRI"": null, ""Label"": ""URN:LSID"", ""Entity"": null, ""Scheme"": null, ""Status"": null, ""Unique"": null, ""Coverage"": null, ""Managers"": ""1"", ""Provider"": ""OASIS consortium"", ""Standard"": null, ""Authority"": ""OASIS consortium"", ""Countries"": null, ""Identifier"": ""URN:LSID"", ""Persistent"": null, ""Resolvable"": null, ""Start Date"": null, ""Description"": ""Life Science Identifiers are a way to name and locate pieces of information on the web. Essentially, an LSID is a unique identifier for some data, and the LSID protocol specifies a standard way to locate the data (as well as a standard way of describing that data)"", ""Availability"": null, ""Disciplinary"": null, ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": null, ""Identifier Type"": null, ""Resolution Type"": null, ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:77FD28CD","{""id"": ""pid_graph:77FD28CD"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": null, ""GUPRI"": null, ""Label"": null, ""Entity"": null, ""Scheme"": null, ""Status"": null, ""Unique"": null, ""Coverage"": null, ""Managers"": null, ""Provider"": null, ""Standard"": null, ""Authority"": null, ""Countries"": null, ""Identifier"": null, ""Persistent"": null, ""Resolvable"": null, ""Start Date"": null, ""Description"": null, ""Availability"": null, ""Disciplinary"": null, ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": null, ""Identifier Type"": null, ""Resolution Type"": null, ""Number of Resolvers"": ""1"", ""Resolution Topology"": null}"
"1","pid_graph:77FF1083","{""id"": ""pid_graph:77FF1083"", ""API"": ""Yes"", ""ISO"": ""DEU"", ""MPA"": null, ""Count"": ""20000000"", ""GUPRI"": ""-UṕRi.png"", ""Label"": ""GND"", ""Entity"": ""Cultural Objects,Researcher,Cultural Collections,Organisations,Cultural Holdings"", ""Scheme"": ""Integrated Authority File ID Scheme"", ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Germany"", ""Managers"": ""1"", ""Provider"": ""German National Library (DNB)"", ""Standard"": ""ISO 15511:2019"", ""Authority"": ""Committee for Library Standards,German National Library"", ""Countries"": ""[\""Germany\""]"", ""Identifier"": ""GND"", ""Persistent"": ""Yes,Implicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2012"", ""Description"": ""Identifier for the German National Library"", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""No Prefix"", ""Recommended By"": ""1"", ""Globally Unique"": ""No"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""6"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:7C278907","{""id"": ""pid_graph:7C278907"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""500000"", ""GUPRI"": null, ""Label"": ""Virta-id"", ""Entity"": null, ""Scheme"": ""Virta ID Scheme"", ""Status"": ""Emerging"", ""Unique"": null, ""Coverage"": ""Finland"", ""Managers"": ""1"", ""Provider"": ""Virta Ltd."", ""Standard"": ""Virta-Id Standard"", ""Authority"": ""Finnish Ministry of Education and Culture"", ""Countries"": null, ""Identifier"": ""Virta-id"", ""Persistent"": ""Yes"", ""Resolvable"": null, ""Start Date"": ""2014"", ""Description"": ""The Virta-ID is associated with the VIRTA Higher Education Achievement Register (VIRTA-opintotietopalvelu) in Finland. This service was built as part of the Raketti project during 2012 and 2013 and officially launched in 2014. It serves as a national data repository for Finnish higher education institutions, aiming to improve student admissions and facilitate various administrative and academic processes."", ""Availability"": null, ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": null, ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""No resolver"", ""Number of Resolvers"": null, ""Resolution Topology"": null}"
"1","pid_graph:7D3DC0E1","{""id"": ""pid_graph:7D3DC0E1"", ""API"": ""Yes"", ""ISO"": null, ""MPA"": null, ""Count"": ""50000000"", ""GUPRI"": ""-UPRi.png"", ""Label"": ""VIAF"", ""Entity"": ""Person"", ""Scheme"": ""Virtual International Authority File"", ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": ""70"", ""Provider"": ""Library of Congress"", ""Standard"": ""VIAF Standard"", ""Authority"": ""Library of Congress"", ""Countries"": null, ""Identifier"": ""VIAF"", ""Persistent"": ""Yes,Explicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2003"", ""Description"": ""Identifier for the Virtual International Authority File database [format: up to 22 digits]"", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": ""Yes"", ""Namespace Type"": ""No Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""Resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
"1","pid_graph:7D9E4E44","{""id"": ""pid_graph:7D9E4E44"", ""API"": null, ""ISO"": null, ""MPA"": null, ""Count"": ""1000000"", ""GUPRI"": ""-UṕRi.png"", ""Label"": ""Magnet"", ""Entity"": null, ""Scheme"": null, ""Status"": ""Established"", ""Unique"": ""Namespace Unique"", ""Coverage"": ""Global"", ""Managers"": ""1"", ""Provider"": ""Decentralised"", ""Standard"": null, ""Authority"": ""W3C DID Working Group,World Wide Web Consortium (W3C),Decentralised,Internet Corporation for Assigned Names and Numbers (ICANN),Bitzi"", ""Countries"": null, ""Identifier"": ""Magnet"", ""Persistent"": ""Yes,Implicit"", ""Resolvable"": ""Direct"", ""Start Date"": ""2002"", ""Description"": ""Magnet is a URI scheme that defines the format of magnet links, a de facto standard for identifying files (URN) by their content, via cryptographic hash value rather than by their location."", ""Availability"": ""No"", ""Disciplinary"": ""Generic"", ""MetaResovers"": null, ""Namespace Type"": ""Static Prefix"", ""Recommended By"": null, ""Globally Unique"": ""Yes"", ""Identifier Type"": ""Allocated"", ""Resolution Type"": ""No resolver"", ""Number of Resolvers"": ""1"", ""Resolution Topology"": ""Centralised""}"
